ID,cc_cons
17591,14473.929520324753
13541,15760.087775957089
13431,14243.218637424403
8687,16468.453294577892
14727,14091.752527258668
14988,15240.461718034625
14859,16879.878674602034
16636,16734.806479622126
7625,15997.493817976761
16492,16516.19535425845
13674,15407.244441214289
11981,15591.505382398418
5185,16768.886133154407
15288,15142.916130864076
18526,14650.807327686067
16760,15215.48389737519
10805,17863.277334059425
8830,15320.31966224647
8926,16255.449014871734
10974,17289.191908915647
2155,16199.893937972407
17251,16533.422925013434
12154,16035.10570895871
12227,15359.88390371111
19961,15643.75357804117
13866,15384.767653600104
17498,15849.831359406477
7241,15906.26281846585
414,16550.265361093963
206,14487.756299919523
7420,15634.649204299772
4601,15128.539316313776
2768,15159.369724399181
8120,15291.502720878172
18584,14751.27947278093
16697,17476.874722435718
16238,17455.245916829615
3772,16967.06819913538
3462,16983.132233679782
710,15463.044352062407
558,14991.429585893091
1244,15902.38535410672
1302,16319.222168102922
547,16010.261150493085
19129,15754.466317102575
237,15543.460698818992
11122,15961.866481614135
4438,15011.940537116794
18371,14958.521988545337
6401,17457.607817373606
13770,15790.220851647106
18317,15920.045731353019
19226,15675.218292514885
4126,15525.522434645762
11313,15553.66591145135
3925,17235.06540373603
15973,15056.364616641242
12281,17527.18367220338
353,16358.81308077246
907,15602.979596923462
1711,15880.682545634465
9617,15952.33383499388
12928,17699.08495592013
3523,17122.749751819523
18838,15616.22585123659
17609,15717.319737345259
306,14698.628204082775
14812,15082.760666206794
1551,14408.925750897484
16640,18160.245098714193
13546,16085.021502335849
4968,15829.087012890872
13371,16029.615715561824
3981,17584.862090956827
11568,17066.491673449884
5662,15915.641967592786
19586,16149.514496199561
14489,17224.505008588185
14153,15291.60011161301
7626,15941.104458868422
3085,14822.702421397507
14821,16020.06239500767
9815,16669.39957586969
6506,14294.781697395181
6176,16382.158251199946
13040,13862.72148440927
1325,15710.286013983614
330,17150.064107429367
2389,15366.094681028624
10391,15460.342329883479
1019,15190.854982450077
4338,17044.474386649614
19849,16847.94107637351
13667,16260.407553906947
12709,15963.888814863898
12701,16140.841657351684
18563,14642.03947826705
19665,18170.02349020162
5251,15890.23812090786
6671,15108.632032849056
15887,15112.31903468482
544,14432.508334014221
13494,15833.292115753586
4304,16616.769674864707
12181,15851.391287588944
15041,15471.890084352986
14167,15103.979153537784
4659,16658.49695265536
1820,17526.941985775517
6317,15817.080412691821
313,16082.705737477281
12467,14383.04908709451
13452,16729.283014441917
3464,14873.007291225826
4890,15545.788513431131
11567,15836.442772449363
17396,13677.204313117189
13188,14837.801784434416
15605,16488.340767100715
7577,15534.392961630094
8160,14301.525156456248
1429,14801.435255654796
14928,16155.465630345918
3349,17528.904156604465
799,16445.412329194078
12678,15914.861074912433
19053,15867.018220808537
15806,15719.16957859295
2854,14529.844863062846
4144,15582.684936530486
16232,16135.513907800738
10365,15008.877735402437
4202,15530.349334636301
9671,15395.847692485722
6615,15140.98316082095
12050,15409.022677131961
13998,14427.511625331928
7406,15438.213536898345
12497,17548.868570202758
4662,16998.4361023166
3661,14090.040314597021
17436,16557.801518188415
2332,16552.302776290908
16771,14967.77543542867
17110,17267.782019121583
15967,16458.305833128292
5758,16820.56023159407
2882,14340.847612058193
10774,17118.509079916228
7750,16691.54237612225
16516,15073.379100672479
3670,14396.66445128001
15883,15436.81696486676
2947,15624.534169887647
13476,16934.25829949431
13301,16924.941674927722
6468,14651.996801011583
15135,16876.233544885115
16278,15818.638845249856
12114,15121.48025113041
3839,17083.980167778973
2886,16062.922871123883
11928,16950.454774286565
15155,16306.09759676607
4316,15373.9551482034
7299,15606.249997001387
1306,15845.38132106641
19221,15565.747023089994
7039,15323.62144787788
11499,14801.899226556232
1312,15000.911009952832
2124,15549.340572089373
1907,15404.815256890644
16979,15989.754164809396
6629,16481.701398399127
5295,15724.96462965414
11961,17345.702939427243
11653,16456.23277390711
2822,15865.123331188233
9335,16149.619640569215
742,14743.286656293065
8080,15770.338515429898
12707,14207.691839180125
3559,15533.547841480271
4455,16080.643593634099
16907,14310.172178548457
6453,16230.320156927924
1108,15287.632073610219
280,13840.994451051401
16566,13618.985331347805
17535,17400.65039969481
15464,17181.149859933743
936,16867.68763640883
17214,14672.741913516404
6182,16268.318439427218
14305,16617.804244059094
11840,15069.27493103417
7534,16519.09180392698
3025,16328.79149951349
6393,15942.707236967588
13441,15835.188641516494
